"","id","sexo","edad","edad_r","hab","prov","ccaa","edu","cs","p1","p2","p3","p4_1","p4_2","p4_3","p4_4","p5","p6","p7","hab_r","clase_social_r","situacion_laboral_r","educacion_r","ponde"
"1040","1040","Mujer",55,"55-64","100.001 - 500.000","Castellón/Castelló","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","3","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","5","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.794937
"1041","1041","Mujer",26,"25-34","< 10.000","Zaragoza","Aragón","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","Vox","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","7","PP (Partido Popular)","5","Máximo centralismo 10","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.878354
"1042","1042","Mujer",25,"25-34","100.001 - 500.000","Ourense","Galicia","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","BNG","Le votaría siempre 10","No le votaría nunca 0","9","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","1","7","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.709465
"1043","1043","Mujer",26,"25-34","100.001 - 500.000","Valladolid","Castilla y León","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","5","8","4","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","7","5","Más de 10.000","Alta / Media Alta","Parado","Tercer grado, segundo ciclo y más",0.742634
"1044","1044","Hombre",37,"35-44","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","9","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","2","5","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","5","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.704302
"1045","1045","Hombre",36,"35-44","< 10.000","Bizkaia","País Vasco","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E1","4","EH-Bildu (Euskal Herria Bildu)","EH-Bildu (Euskal Herria Bildu)","4","No le votaría nunca 0","1","4","No lo sé","3","5","Menos de 10.000","Media baja / Baja","Estudiante","Segundo grado, primer ciclo y menos",1.643866
"1046","1046","Mujer",40,"35-44","500.000+","Madrid","Madrid, Comunidad de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","Más País (Equo, Compromís, CHA)","5","No le votaría nunca 0","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","6","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.722636
"1047","1047","Mujer",61,"55-64","100.001 - 500.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Vox","PP (Partido Popular)","No le votaría nunca 0","5","No le votaría nunca 0","8","PP (Partido Popular)","5","5","Más de 10.000","Media","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.807353
"1048","1048","Hombre",69,"65+","20.001 - 50.000","Castellón/Castelló","Comunitat Valenciana","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","D","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","8","PP (Partido Popular)","8","5","Más de 10.000","Media baja / Baja","Pensionista","Tercer grado, primer ciclo",1.242648
"1049","1049","Mujer",27,"25-34","500.000+","Sevilla","Andalucía","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","5","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","4","Más de 10.000","Alta / Media Alta","Estudiante","Tercer grado, segundo ciclo y más",0.789373
"1050","1050","Hombre",47,"45-54","10.001 - 20.000","Asturias","Asturias, Principado de","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","9","Más País (Equo, Compromís, CHA)","Más País (Equo, Compromís, CHA)","6","5","5","1","Más País (Equo, Més Compromís, CHA)","4","4","Más de 10.000","Media","Trabaja","Tercer grado, primer ciclo",0.757999
"1051","1051","Hombre",62,"55-64","50.001 - 100.000","Lugo","Galicia","Tercer Grado (Máster)","A2","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","1","No le votaría nunca 0","9","PSOE (Partido Socialista Obrero Español)","Extrema izquierda 0","Máximo centralismo 10","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.733768
"1052","1052","Hombre",68,"65+","20.001 - 50.000","Madrid","Madrid, Comunidad de","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","Ciudadanos","No le votaría nunca 0","8","No le votaría nunca 0","8","Ciudadanos","7","5","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",0.936504
"1053","1053","Hombre",72,"65+","100.001 - 500.000","Cádiz","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","D","Con toda seguridad, iría a votar 10","Votaré nulo","Ninguno","4","1","No le votaría nunca 0","No le votaría nunca 0","Voté nulo","4","9","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",1.465688
"1054","1054","Mujer",60,"55-64","< 10.000","Badajoz","Extremadura","Sin estudios o con estudios primarios sin terminar","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Le votaría siempre 10","Ciudadanos","Extrema derecha 10","Máximo centralismo 10","Menos de 10.000","Alta / Media Alta","Trabaja","Segundo grado, primer ciclo y menos",1.088474
"1055","1055","Hombre",21,"18-24","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","Más País (Equo, Compromís, CHA)","4","8","5","2","PSOE (Partido Socialista Obrero Español)","4","6","Más de 10.000","Media","Estudiante","Segundo grado, segundo ciclo",0.741994
"1056","1056","Hombre",35,"35-44","10.001 - 20.000","Sevilla","Andalucía","Tercer Grado (Máster)","A1","8","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","PACMA (Partido Animalista Contra el Maltrato Animal)","3","3","9","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","5","7","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.238499
"1057","1057","Mujer",38,"35-44","100.001 - 500.000","Asturias","Asturias, Principado de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","Con toda seguridad, iría a votar 10","Ciudadanos","PP (Partido Popular)","1","9","No le votaría nunca 0","No le votaría nunca 0","Ciudadanos","6","9","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",0.819275
"1058","1058","Mujer",39,"35-44","20.001 - 50.000","Murcia","Murcia, Región de","Otros","C","5","No lo sé","PSOE (Partido Socialista Obrero Español)","8","5","No lo sé","No le votaría nunca 0","Voté nulo","5","5","Más de 10.000","Media","Trabaja","Otros",1.129934
"1059","1059","Hombre",51,"45-54","500.000+","Barcelona","Cataluña","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","3","9","No le votaría nunca 0","3","PP (Partido Popular)","5","3","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.659852
"1060","1060","Mujer",60,"55-64","20.001 - 50.000","Barcelona","Cataluña","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E1","Con toda seguridad, NO iría a votar 0","No lo sé","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","7","No le votaría nunca 0","No voté","7","Máxima descentralización 0","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, primer ciclo y menos",0.968452
"1061","1061","Hombre",69,"65+","20.001 - 50.000","Barcelona","Cataluña","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","Con toda seguridad, iría a votar 10","Vox","PP (Partido Popular)","No le votaría nunca 0","7","No le votaría nunca 0","Le votaría siempre 10","PP (Partido Popular)","6","4","Más de 10.000","Media","Pensionista","Tercer grado, segundo ciclo y más",1.262057
"1062","1062","Mujer",44,"35-44","500.000+","Madrid","Madrid, Comunidad de","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Más País (Equo, Compromís, CHA)","6","3","9","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","4","4","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.722636
"1063","1063","Hombre",38,"35-44","100.001 - 500.000","Pontevedra","Galicia","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A1","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","2","6","3","PSOE (Partido Socialista Obrero Español)","4","7","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",1.068412
"1064","1064","Hombre",43,"35-44","10.001 - 20.000","Sevilla","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","9","Otro","Ninguno","4","No le votaría nunca 0","5","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","4","4","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.066972
"1065","1065","Mujer",24,"18-24","< 10.000","Toledo","Castilla - La Mancha","Tercer Grado (Máster)","A1","9","PP (Partido Popular)","PP (Partido Popular)","6","9","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","7","5","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.064722
"1066","1066","Mujer",49,"45-54","20.001 - 50.000","Tarragona","Cataluña","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","9","CUP","CUP","1","No le votaría nunca 0","3","No le votaría nunca 0","JxCAT - Junts","3","Máxima descentralización 0","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.74113
"1067","1067","Hombre",66,"65+","50.001 - 100.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","B","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","8","No le votaría nunca 0","2","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","2","Más de 10.000","Alta / Media Alta","Pensionista","Segundo grado, primer ciclo y menos",0.934666
"1068","1068","Hombre",48,"45-54","50.001 - 100.000","Pontevedra","Galicia","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","Ciudadanos","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","6","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.750382
"1069","1069","Hombre",71,"65+","100.001 - 500.000","Santa Cruz de Tenerife","Canarias","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","Le votaría siempre 10","No voté","Extrema derecha 10","Máxima descentralización 0","Más de 10.000","Media","Pensionista","Segundo grado, segundo ciclo",1.194876
"1070","1070","Mujer",21,"18-24","< 10.000","Castellón/Castelló","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","8","No le votaría nunca 0","7","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","3","Menos de 10.000","Alta / Media Alta","Parado","Segundo grado, segundo ciclo",0.652597
"1071","1071","Mujer",44,"35-44","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","5","No le votaría nunca 0","9","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","4","5","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",0.965667
"1072","1072","Mujer",35,"35-44","< 10.000","Rioja, La","Rioja, La","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","Con toda seguridad, NO iría a votar 0","No votaré","Ninguno","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","No voté","5","No lo sé","Menos de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",1.366381
"1073","1073","Hombre",65,"65+","10.001 - 20.000","Valencia/València","Comunitat Valenciana","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","Más País (Equo, Compromís, CHA)","3","No le votaría nunca 0","4","No le votaría nunca 0","Más País (Equo, Més Compromís, CHA)","2","Máxima descentralización 0","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, segundo ciclo y más",0.871192
"1074","1074","Mujer",28,"25-34","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","7","Le votaría siempre 10","7","No le votaría nunca 0","PP (Partido Popular)","8","7","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",0.984813
"1075","1075","Mujer",39,"35-44","< 10.000","Valladolid","Castilla y León","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","8","No le votaría nunca 0","8","PP (Partido Popular)","8","5","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.836995
"1076","1076","Mujer",55,"55-64","< 10.000","Jaén","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","No le votaría nunca 0","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","5","Menos de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.264737
"1077","1077","Mujer",42,"35-44","20.001 - 50.000","Tarragona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","Votaré en blanco","Vox","6","No le votaría nunca 0","No le votaría nunca 0","5","PSOE (Partido Socialista Obrero Español)","4","3","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.054135
"1078","1078","Mujer",27,"25-34","100.001 - 500.000","Huelva","Andalucía","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","E1","Con toda seguridad, iría a votar 10","No lo sé","Ninguno","8","4","6","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","4","2","Más de 10.000","Media baja / Baja","Trabaja","Tercer grado, primer ciclo",1.12402
"1079","1079","Mujer",20,"18-24","100.001 - 500.000","Navarra","Navarra, Comunidad Foral de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A1","Con toda seguridad, iría a votar 10","EH-Bildu (Euskal Herria Bildu)","EH-Bildu (Euskal Herria Bildu)","2","No le votaría nunca 0","6","No le votaría nunca 0","EH - Bildu (Euskal Herria Bildu)","1","1","Más de 10.000","Alta / Media Alta","Estudiante","Segundo grado, segundo ciclo",1.086211
